dive_number,date,prompt_number,prompt,accepted_answers,tier,points,answer
58,2026-09-11,5,Name a part of the human brain,761,Schooler,30,Cerebrum
58,2026-09-11,5,Name a part of the human brain,761,Schooler,30,Gray matter
58,2026-09-11,5,Name a part of the human brain,761,Schooler,30,Hippocampus
58,2026-09-11,5,Name a part of the human brain,761,Schooler,30,Hypothalamus
58,2026-09-11,5,Name a part of the human brain,761,Schooler,30,Medulla oblongata
58,2026-09-11,5,Name a part of the human brain,761,Schooler,30,Neuron
58,2026-09-11,5,Name a part of the human brain,761,Schooler,30,Occipital lobe
58,2026-09-11,5,Name a part of the human brain,761,Plankton,10,Brain stem
58,2026-09-11,5,Name a part of the human brain,761,Plankton,10,Cerebellum
58,2026-09-11,6,Name a unit of weight or mass,344,One in a Krillion,100,Blob
58,2026-09-11,6,Name a unit of weight or mass,344,Deep cut,85,Abucco
58,2026-09-11,6,Name a unit of weight or mass,344,Deep cut,85,Achein taya
58,2026-09-11,6,Name a unit of weight or mass,344,Deep cut,85,Adarme
58,2026-09-11,6,Name a unit of weight or mass,344,Deep cut,85,Adh-pav
58,2026-09-11,6,Name a unit of weight or mass,344,Deep cut,85,Adher
58,2026-09-11,6,Name a unit of weight or mass,344,Deep cut,85,Adisari
58,2026-09-11,6,Name a unit of weight or mass,344,Deep cut,85,Adowlie
58,2026-09-11,6,Name a unit of weight or mass,344,Deep cut,85,Apothecaries' funt
58,2026-09-11,6,Name a unit of weight or mass,344,Deep cut,85,Arratel
58,2026-09-11,6,Name a unit of weight or mass,344,Deep cut,85,Arrelde
58,2026-09-11,6,Name a unit of weight or mass,344,Rare,60,Dalton
58,2026-09-11,6,Name a unit of weight or mass,344,Rare,60,Dram
58,2026-09-11,6,Name a unit of weight or mass,344,Rare,60,Gigatonne
58,2026-09-11,6,Name a unit of weight or mass,344,Rare,60,Grain
58,2026-09-11,6,Name a unit of weight or mass,344,Rare,60,Hectogram
58,2026-09-11,6,Name a unit of weight or mass,344,Rare,60,Hundredweight
58,2026-09-11,6,Name a unit of weight or mass,344,Rare,60,Kilotonne
58,2026-09-11,6,Name a unit of weight or mass,344,Rare,60,Maund
58,2026-09-11,6,Name a unit of weight or mass,344,Rare,60,Megatonne
58,2026-09-11,6,Name a unit of weight or mass,344,Rare,60,Microgram
58,2026-09-11,6,Name a unit of weight or mass,344,Schooler,30,Carat
58,2026-09-11,6,Name a unit of weight or mass,344,Schooler,30,Stone
58,2026-09-11,6,Name a unit of weight or mass,344,Plankton,10,Gram
58,2026-09-11,6,Name a unit of weight or mass,344,Plankton,10,Kilogram
58,2026-09-11,6,Name a unit of weight or mass,344,Plankton,10,Milligram
58,2026-09-11,6,Name a unit of weight or mass,344,Plankton,10,Ounce
58,2026-09-11,6,Name a unit of weight or mass,344,Plankton,10,Pound
58,2026-09-11,7,Name a Shakespeare protagonist,50,Deep cut,85,Adonis
58,2026-09-11,7,Name a Shakespeare protagonist,50,Deep cut,85,Antipholus
58,2026-09-11,7,Name a Shakespeare protagonist,50,Deep cut,85,Antonio
58,2026-09-11,7,Name a Shakespeare protagonist,50,Deep cut,85,Arcite
58,2026-09-11,7,Name a Shakespeare protagonist,50,Deep cut,85,Berowne
58,2026-09-11,7,Name a Shakespeare protagonist,50,Deep cut,85,Cressida
58,2026-09-11,7,Name a Shakespeare protagonist,50,Deep cut,85,Cymbeline
58,2026-09-11,7,Name a Shakespeare protagonist,50,Deep cut,85,Edward III
58,2026-09-11,7,Name a Shakespeare protagonist,50,Deep cut,85,Helena
58,2026-09-11,7,Name a Shakespeare protagonist,50,Deep cut,85,Henry IV
58,2026-09-11,7,Name a Shakespeare protagonist,50,Rare,60,Beatrice
58,2026-09-11,7,Name a Shakespeare protagonist,50,Rare,60,Benedick
58,2026-09-11,7,Name a Shakespeare protagonist,50,Rare,60,Brutus
58,2026-09-11,7,Name a Shakespeare protagonist,50,Rare,60,Cleopatra
58,2026-09-11,7,Name a Shakespeare protagonist,50,Rare,60,Coriolanus
58,2026-09-11,7,Name a Shakespeare protagonist,50,Rare,60,Falstaff
58,2026-09-11,7,Name a Shakespeare protagonist,50,Rare,60,Henry V
58,2026-09-11,7,Name a Shakespeare protagonist,50,Rare,60,Henry VIII
58,2026-09-11,7,Name a Shakespeare protagonist,50,Rare,60,Katherina
58,2026-09-11,7,Name a Shakespeare protagonist,50,Rare,60,Mark Antony
58,2026-09-11,7,Name a Shakespeare protagonist,50,Schooler,30,Julius Caesar
58,2026-09-11,7,Name a Shakespeare protagonist,50,Schooler,30,King Lear
58,2026-09-11,7,Name a Shakespeare protagonist,50,Plankton,10,Hamlet
58,2026-09-11,7,Name a Shakespeare protagonist,50,Plankton,10,Juliet
58,2026-09-11,7,Name a Shakespeare protagonist,50,Plankton,10,Macbeth
57,2026-09-10,1,Name someone with over 100 million Instagram followers,34,Rare,60,Cardi B
57,2026-09-10,1,Name someone with over 100 million Instagram followers,34,Rare,60,Chris Brown
57,2026-09-10,1,Name someone with over 100 million Instagram followers,34,Rare,60,Demi Lovato
57,2026-09-10,1,Name someone with over 100 million Instagram followers,34,Rare,60,Ellen DeGeneres
57,2026-09-10,1,Name someone with over 100 million Instagram followers,34,Rare,60,Gal Gadot
57,2026-09-10,1,Name someone with over 100 million Instagram followers,34,Rare,60,Kevin Hart
57,2026-09-10,1,Name someone with over 100 million Instagram followers,34,Rare,60,Kylian Mbappé
57,2026-09-10,1,Name someone with over 100 million Instagram followers,34,Rare,60,Lisa
57,2026-09-10,1,Name someone with over 100 million Instagram followers,34,Rare,60,Vin Diesel
57,2026-09-10,1,Name someone with over 100 million Instagram followers,34,Schooler,30,Billie Eilish
57,2026-09-10,1,Name someone with over 100 million Instagram followers,34,Schooler,30,Drake
57,2026-09-10,1,Name someone with over 100 million Instagram followers,34,Schooler,30,Jennifer Lopez
57,2026-09-10,1,Name someone with over 100 million Instagram followers,34,Schooler,30,Justin Bieber
57,2026-09-10,1,Name someone with over 100 million Instagram followers,34,Schooler,30,Katy Perry
57,2026-09-10,1,Name someone with over 100 million Instagram followers,34,Schooler,30,Kendall Jenner
57,2026-09-10,1,Name someone with over 100 million Instagram followers,34,Schooler,30,Khloé Kardashian
57,2026-09-10,1,Name someone with over 100 million Instagram followers,34,Schooler,30,Kourtney Kardashian
57,2026-09-10,1,Name someone with over 100 million Instagram followers,34,Schooler,30,LeBron James
57,2026-09-10,1,Name someone with over 100 million Instagram followers,34,Schooler,30,Miley Cyrus
57,2026-09-10,1,Name someone with over 100 million Instagram followers,34,Plankton,10,Ariana Grande
57,2026-09-10,1,Name someone with over 100 million Instagram followers,34,Plankton,10,Beyoncé
57,2026-09-10,1,Name someone with over 100 million Instagram followers,34,Plankton,10,Cristiano Ronaldo
57,2026-09-10,1,Name someone with over 100 million Instagram followers,34,Plankton,10,Dwayne Johnson
57,2026-09-10,1,Name someone with over 100 million Instagram followers,34,Plankton,10,Kim Kardashian
57,2026-09-10,1,Name someone with over 100 million Instagram followers,34,Plankton,10,Kylie Jenner
57,2026-09-10,1,Name someone with over 100 million Instagram followers,34,Plankton,10,Lionel Messi
57,2026-09-10,1,Name someone with over 100 million Instagram followers,34,Plankton,10,Selena Gomez
57,2026-09-10,2,Name a black and white mammal or bird,390,Deep cut,85,Abbott's booby
57,2026-09-10,2,Name a black and white mammal or bird,390,Deep cut,85,Abdim's stork
57,2026-09-10,2,Name a black and white mammal or bird,390,Deep cut,85,Acacia pied barbet
57,2026-09-10,2,Name a black and white mammal or bird,390,Deep cut,85,Acorn woodpecker
57,2026-09-10,2,Name a black and white mammal or bird,390,Deep cut,85,Adélie penguin
57,2026-09-10,2,Name a black and white mammal or bird,390,Deep cut,85,African penguin
57,2026-09-10,2,Name a black and white mammal or bird,390,Deep cut,85,African pied wagtail
57,2026-09-10,2,Name a black and white mammal or bird,390,Deep cut,85,African skimmer
57,2026-09-10,2,Name a black and white mammal or bird,390,Deep cut,85,African striped weasel
57,2026-09-10,2,Name a black and white mammal or bird,390,Deep cut,85,African woolly-necked stork
57,2026-09-10,2,Name a black and white mammal or bird,390,Rare,60,Belted Galloway
57,2026-09-10,2,Name a black and white mammal or bird,390,Rare,60,Border collie
57,2026-09-10,2,Name a black and white mammal or bird,390,Rare,60,Boston terrier
57,2026-09-10,2,Name a black and white mammal or bird,390,Rare,60,Chickadee
57,2026-09-10,2,Name a black and white mammal or bird,390,Rare,60,Colobus monkey
57,2026-09-10,2,Name a black and white mammal or bird,390,Rare,60,Downy woodpecker
57,2026-09-10,2,Name a black and white mammal or bird,390,Rare,60,Emperor penguin
57,2026-09-10,2,Name a black and white mammal or bird,390,Rare,60,Great auk
57,2026-09-10,2,Name a black and white mammal or bird,390,Rare,60,Honey badger
57,2026-09-10,2,Name a black and white mammal or bird,390,Rare,60,King penguin
57,2026-09-10,2,Name a black and white mammal or bird,390,Schooler,30,Badger
57,2026-09-10,2,Name a black and white mammal or bird,390,Schooler,30,Magpie
57,2026-09-10,2,Name a black and white mammal or bird,390,Plankton,10,Cow
57,2026-09-10,2,Name a black and white mammal or bird,390,Plankton,10,Dalmatian
57,2026-09-10,2,Name a black and white mammal or bird,390,Plankton,10,Orca
57,2026-09-10,2,Name a black and white mammal or bird,390,Plankton,10,Panda
57,2026-09-10,2,Name a black and white mammal or bird,390,Plankton,10,Penguin
57,2026-09-10,2,Name a black and white mammal or bird,390,Plankton,10,Skunk
57,2026-09-10,3,Name a type of skincare product,337,Deep cut,85,Acne wash
57,2026-09-10,3,Name a type of skincare product,337,Deep cut,85,Adapalene
57,2026-09-10,3,Name a type of skincare product,337,Deep cut,85,AHA peel
57,2026-09-10,3,Name a type of skincare product,337,Deep cut,85,Aleppo soap
57,2026-09-10,3,Name a type of skincare product,337,Deep cut,85,Allantoin cream
57,2026-09-10,3,Name a type of skincare product,337,Deep cut,85,Almond oil
57,2026-09-10,3,Name a type of skincare product,337,Deep cut,85,Alpha arbutin
57,2026-09-10,3,Name a type of skincare product,337,Deep cut,85,Alpha hydroxy acid
57,2026-09-10,3,Name a type of skincare product,337,Deep cut,85,Ammonium lactate lotion
57,2026-09-10,3,Name a type of skincare product,337,Deep cut,85,Ampoule
57,2026-09-10,3,Name a type of skincare product,337,Rare,60,After-sun lotion
57,2026-09-10,3,Name a type of skincare product,337,Rare,60,Aftershave
57,2026-09-10,3,Name a type of skincare product,337,Rare,60,Aloe vera gel
57,2026-09-10,3,Name a type of skincare product,337,Rare,60,Antibiotic ointment
57,2026-09-10,3,Name a type of skincare product,337,Rare,60,Argan oil
57,2026-09-10,3,Name a type of skincare product,337,Rare,60,Astringent
57,2026-09-10,3,Name a type of skincare product,337,Rare,60,Baby lotion
57,2026-09-10,3,Name a type of skincare product,337,Rare,60,Baby oil
57,2026-09-10,3,Name a type of skincare product,337,Rare,60,Baby powder
57,2026-09-10,3,Name a type of skincare product,337,Rare,60,Balm
57,2026-09-10,3,Name a type of skincare product,337,Schooler,30,Acne treatment
57,2026-09-10,3,Name a type of skincare product,337,Schooler,30,Anti-aging cream
57,2026-09-10,3,Name a type of skincare product,337,Schooler,30,Body lotion
57,2026-09-10,3,Name a type of skincare product,337,Schooler,30,Body wash
57,2026-09-10,3,Name a type of skincare product,337,Schooler,30,Cream
57,2026-09-10,3,Name a type of skincare product,337,Schooler,30,Exfoliant
57,2026-09-10,3,Name a type of skincare product,337,Schooler,30,Eye cream
57,2026-09-10,3,Name a type of skincare product,337,Schooler,30,Face scrub
57,2026-09-10,3,Name a type of skincare product,337,Schooler,30,Hand cream
57,2026-09-10,3,Name a type of skincare product,337,Schooler,30,Hyaluronic acid
57,2026-09-10,3,Name a type of skincare product,337,Plankton,10,Cleanser
57,2026-09-10,3,Name a type of skincare product,337,Plankton,10,Face mask
57,2026-09-10,3,Name a type of skincare product,337,Plankton,10,Lip balm
57,2026-09-10,3,Name a type of skincare product,337,Plankton,10,Lotion
57,2026-09-10,3,Name a type of skincare product,337,Plankton,10,Moisturizer
57,2026-09-10,3,Name a type of skincare product,337,Plankton,10,Serum
57,2026-09-10,3,Name a type of skincare product,337,Plankton,10,Sunscreen
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Deep cut,85,AFK Arena
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Deep cut,85,Assassin's Creed Valhalla
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Deep cut,85,Black Desert Mobile
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Deep cut,85,Black Desert Online
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Deep cut,85,Call of Duty: Black Ops Cold War
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Deep cut,85,Call of Duty: Black Ops II
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Deep cut,85,Call of Duty: Black Ops III
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Deep cut,85,Call of Duty: Ghosts
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Deep cut,85,Call of Duty: Modern Warfare 2 (2009)
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Deep cut,85,Call of Duty: WWII
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Rare,60,Apex Legends
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Rare,60,Assassin's Creed
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Rare,60,Battlefield
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Rare,60,Battlefield 6
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Rare,60,Black Myth: Wukong
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Rare,60,Borderlands 2
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Rare,60,Brawl Stars
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Rare,60,Call of Duty: Black Ops
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Rare,60,Call of Duty: Black Ops 6
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Rare,60,Call of Duty: Mobile
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Schooler,30,Animal Crossing: New Horizons
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Schooler,30,Candy Crush
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Schooler,30,Clash of Clans
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Schooler,30,FIFA
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Schooler,30,Genshin Impact
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Schooler,30,League of Legends
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Schooler,30,Mario Kart
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Schooler,30,NBA 2K
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Schooler,30,Pac-Man
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Schooler,30,Pokémon
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Plankton,10,Call of Duty
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Plankton,10,Fortnite
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Plankton,10,Grand Theft Auto
57,2026-09-10,4,Name a video game that has earned over $1 billion,154,Plankton,10,Grand Theft Auto V
57,2026-09-10,5,Name a Roman god or goddess,342,Deep cut,85,Abeona
57,2026-09-10,5,Name a Roman god or goddess,342,Deep cut,85,Abundantia
57,2026-09-10,5,Name a Roman god or goddess,342,Deep cut,85,Acca Larentia
57,2026-09-10,5,Name a Roman god or goddess,342,Deep cut,85,Acis
57,2026-09-10,5,Name a Roman god or goddess,342,Deep cut,85,Adeona
57,2026-09-10,5,Name a Roman god or goddess,342,Deep cut,85,Adranus
57,2026-09-10,5,Name a Roman god or goddess,342,Deep cut,85,Aequitas
57,2026-09-10,5,Name a Roman god or goddess,342,Deep cut,85,Aerecura
57,2026-09-10,5,Name a Roman god or goddess,342,Deep cut,85,Aesculapius
57,2026-09-10,5,Name a Roman god or goddess,342,Deep cut,85,Aeternitas
57,2026-09-10,5,Name a Roman god or goddess,342,Rare,60,Aurora
57,2026-09-10,5,Name a Roman god or goddess,342,Rare,60,Bellona
57,2026-09-10,5,Name a Roman god or goddess,342,Rare,60,Camenae
57,2026-09-10,5,Name a Roman god or goddess,342,Rare,60,Castor
57,2026-09-10,5,Name a Roman god or goddess,342,Rare,60,Ceres
57,2026-09-10,5,Name a Roman god or goddess,342,Rare,60,Concordia
57,2026-09-10,5,Name a Roman god or goddess,342,Rare,60,Cybele
57,2026-09-10,5,Name a Roman god or goddess,342,Rare,60,Discordia
57,2026-09-10,5,Name a Roman god or goddess,342,Rare,60,Faunus
57,2026-09-10,5,Name a Roman god or goddess,342,Rare,60,Flora
57,2026-09-10,5,Name a Roman god or goddess,342,Schooler,30,Bacchus
57,2026-09-10,5,Name a Roman god or goddess,342,Schooler,30,Cupid
57,2026-09-10,5,Name a Roman god or goddess,342,Schooler,30,Diana
57,2026-09-10,5,Name a Roman god or goddess,342,Schooler,30,Hercules
57,2026-09-10,5,Name a Roman god or goddess,342,Schooler,30,Juno
57,2026-09-10,5,Name a Roman god or goddess,342,Schooler,30,Minerva
57,2026-09-10,5,Name a Roman god or goddess,342,Schooler,30,uranus
57,2026-09-10,5,Name a Roman god or goddess,342,Plankton,10,Apollo
57,2026-09-10,5,Name a Roman god or goddess,342,Plankton,10,Jupiter
57,2026-09-10,5,Name a Roman god or goddess,342,Plankton,10,Mars
57,2026-09-10,5,Name a Roman god or goddess,342,Plankton,10,Mercury
57,2026-09-10,5,Name a Roman god or goddess,342,Plankton,10,Neptune
57,2026-09-10,5,Name a Roman god or goddess,342,Plankton,10,Pluto
57,2026-09-10,5,Name a Roman god or goddess,342,Plankton,10,Saturn
57,2026-09-10,6,Name a golf term,855,Deep cut,85,150 marker
57,2026-09-10,6,Name a golf term,855,Deep cut,85,2 and 1
57,2026-09-10,6,Name a golf term,855,Deep cut,85,Abnormal course condition
57,2026-09-10,6,Name a golf term,855,Deep cut,85,Acey deucey
57,2026-09-10,6,Name a golf term,855,Deep cut,85,Address
57,2026-09-10,6,Name a golf term,855,Deep cut,85,Adjustable hosel
57,2026-09-10,6,Name a golf term,855,Deep cut,85,Adjusted gross score
57,2026-09-10,6,Name a golf term,855,Deep cut,85,Advice
57,2026-09-10,6,Name a golf term,855,Deep cut,85,Aeration
57,2026-09-10,6,Name a golf term,855,Deep cut,85,Aeration plug
57,2026-09-10,6,Name a golf term,855,Rare,60,All square
57,2026-09-10,6,Name a golf term,855,Rare,60,Approach shot
57,2026-09-10,6,Name a golf term,855,Rare,60,Backspin
57,2026-09-10,6,Name a golf term,855,Rare,60,Backswing
57,2026-09-10,6,Name a golf term,855,Rare,60,Ball marker
57,2026-09-10,6,Name a golf term,855,Rare,60,Best ball
57,2026-09-10,6,Name a golf term,855,Rare,60,Break
57,2026-09-10,6,Name a golf term,855,Rare,60,Bump and run
57,2026-09-10,6,Name a golf term,855,Rare,60,Bunker shot
57,2026-09-10,6,Name a golf term,855,Rare,60,Cart attendant
57,2026-09-10,6,Name a golf term,855,Schooler,30,Albatross
57,2026-09-10,6,Name a golf term,855,Schooler,30,Back nine
57,2026-09-10,6,Name a golf term,855,Schooler,30,Chip
57,2026-09-10,6,Name a golf term,855,Schooler,30,Club
57,2026-09-10,6,Name a golf term,855,Schooler,30,Course
57,2026-09-10,6,Name a golf term,855,Schooler,30,Cup
57,2026-09-10,6,Name a golf term,855,Schooler,30,Divot
57,2026-09-10,6,Name a golf term,855,Schooler,30,Dogleg
57,2026-09-10,6,Name a golf term,855,Schooler,30,Double bogey
57,2026-09-10,6,Name a golf term,855,Schooler,30,Drive
57,2026-09-10,6,Name a golf term,855,Plankton,10,Birdie
57,2026-09-10,6,Name a golf term,855,Plankton,10,Bogey
57,2026-09-10,6,Name a golf term,855,Plankton,10,Bunker
57,2026-09-10,6,Name a golf term,855,Plankton,10,Caddie
57,2026-09-10,6,Name a golf term,855,Plankton,10,Driver
57,2026-09-10,6,Name a golf term,855,Plankton,10,Eagle
57,2026-09-10,6,Name a golf term,855,Plankton,10,Fairway
57,2026-09-10,6,Name a golf term,855,Plankton,10,Fore
57,2026-09-10,6,Name a golf term,855,Plankton,10,Green
57,2026-09-10,6,Name a golf term,855,Plankton,10,Hole in one
57,2026-09-10,7,Name a literary genre,1361,Deep cut,85,Aattakatha
57,2026-09-10,7,Name a literary genre,1361,Deep cut,85,Abecedarian
57,2026-09-10,7,Name a literary genre,1361,Deep cut,85,Abhang
57,2026-09-10,7,Name a literary genre,1361,Deep cut,85,Abstract comics
57,2026-09-10,7,Name a literary genre,1361,Deep cut,85,Absurdist fiction
57,2026-09-10,7,Name a literary genre,1361,Deep cut,85,Academic novel
57,2026-09-10,7,Name a literary genre,1361,Deep cut,85,Academic writing
57,2026-09-10,7,Name a literary genre,1361,Deep cut,85,Acrostic
57,2026-09-10,7,Name a literary genre,1361,Deep cut,85,Action horror
57,2026-09-10,7,Name a literary genre,1361,Deep cut,85,Action thriller
57,2026-09-10,7,Name a literary genre,1361,Rare,60,Action fiction
57,2026-09-10,7,Name a literary genre,1361,Rare,60,Allegory
57,2026-09-10,7,Name a literary genre,1361,Rare,60,Alternate history
57,2026-09-10,7,Name a literary genre,1361,Rare,60,Apocalyptic fiction
57,2026-09-10,7,Name a literary genre,1361,Rare,60,Ballad
57,2026-09-10,7,Name a literary genre,1361,Rare,60,Bildungsroman
57,2026-09-10,7,Name a literary genre,1361,Rare,60,Chick lit
57,2026-09-10,7,Name a literary genre,1361,Rare,60,Christian fiction
57,2026-09-10,7,Name a literary genre,1361,Rare,60,Cosmic horror
57,2026-09-10,7,Name a literary genre,1361,Rare,60,Cozy mystery
57,2026-09-10,7,Name a literary genre,1361,Schooler,30,Adventure
57,2026-09-10,7,Name a literary genre,1361,Schooler,30,Autobiography
57,2026-09-10,7,Name a literary genre,1361,Schooler,30,Biography
57,2026-09-10,7,Name a literary genre,1361,Schooler,30,Children's literature
57,2026-09-10,7,Name a literary genre,1361,Schooler,30,Comedy
57,2026-09-10,7,Name a literary genre,1361,Schooler,30,Comic
57,2026-09-10,7,Name a literary genre,1361,Schooler,30,Crime
57,2026-09-10,7,Name a literary genre,1361,Schooler,30,Drama
57,2026-09-10,7,Name a literary genre,1361,Schooler,30,Dystopian
57,2026-09-10,7,Name a literary genre,1361,Schooler,30,Essay
57,2026-09-10,7,Name a literary genre,1361,Plankton,10,Fantasy
57,2026-09-10,7,Name a literary genre,1361,Plankton,10,Fiction
57,2026-09-10,7,Name a literary genre,1361,Plankton,10,Horror
57,2026-09-10,7,Name a literary genre,1361,Plankton,10,Mystery
57,2026-09-10,7,Name a literary genre,1361,Plankton,10,Poetry
57,2026-09-10,7,Name a literary genre,1361,Plankton,10,Romance
57,2026-09-10,7,Name a literary genre,1361,Plankton,10,Science fiction
56,2026-09-09,1,Name a city in California,563,One in a Krillion,100,Calexico
56,2026-09-09,1,Name a city in California,563,Deep cut,85,Adelanto
56,2026-09-09,1,Name a city in California,563,Deep cut,85,Agoura Hills
56,2026-09-09,1,Name a city in California,563,Deep cut,85,Alameda
56,2026-09-09,1,Name a city in California,563,Deep cut,85,Alamo
56,2026-09-09,1,Name a city in California,563,Deep cut,85,Albany
56,2026-09-09,1,Name a city in California,563,Deep cut,85,Alhambra
56,2026-09-09,1,Name a city in California,563,Deep cut,85,Aliso Viejo
56,2026-09-09,1,Name a city in California,563,Deep cut,85,Alpine
56,2026-09-09,1,Name a city in California,563,Deep cut,85,Alturas
56,2026-09-09,1,Name a city in California,563,Deep cut,85,Amador City
56,2026-09-09,1,Name a city in California,563,Rare,60,Altadena
56,2026-09-09,1,Name a city in California,563,Rare,60,Bakersfield
56,2026-09-09,1,Name a city in California,563,Rare,60,Big Bear Lake
56,2026-09-09,1,Name a city in California,563,Rare,60,Big Sur
56,2026-09-09,1,Name a city in California,563,Rare,60,Burbank
56,2026-09-09,1,Name a city in California,563,Rare,60,Calabasas
56,2026-09-09,1,Name a city in California,563,Rare,60,Carlsbad
56,2026-09-09,1,Name a city in California,563,Rare,60,Carmel-by-the-Sea
56,2026-09-09,1,Name a city in California,563,Rare,60,Chico
56,2026-09-09,1,Name a city in California,563,Rare,60,Chula Vista
56,2026-09-09,1,Name a city in California,563,Schooler,30,Anaheim
56,2026-09-09,1,Name a city in California,563,Schooler,30,Berkeley
56,2026-09-09,1,Name a city in California,563,Schooler,30,Beverly Hills
56,2026-09-09,1,Name a city in California,563,Schooler,30,Fresno
56,2026-09-09,1,Name a city in California,563,Schooler,30,Hollywood
56,2026-09-09,1,Name a city in California,563,Schooler,30,Long Beach
56,2026-09-09,1,Name a city in California,563,Schooler,30,Malibu
56,2026-09-09,1,Name a city in California,563,Schooler,30,Napa
56,2026-09-09,1,Name a city in California,563,Schooler,30,Oakland
56,2026-09-09,1,Name a city in California,563,Schooler,30,Palm Springs
56,2026-09-09,1,Name a city in California,563,Plankton,10,Los Angeles
56,2026-09-09,1,Name a city in California,563,Plankton,10,Sacramento
56,2026-09-09,1,Name a city in California,563,Plankton,10,San Diego
56,2026-09-09,1,Name a city in California,563,Plankton,10,San Francisco
56,2026-09-09,2,Name an animal with horns or antlers,782,One in a Krillion,100,Four-horned antelope
56,2026-09-09,2,Name an animal with horns or antlers,782,Deep cut,85,Abbott's Duiker
56,2026-09-09,2,Name an animal with horns or antlers,782,Deep cut,85,Abergele Cattle
56,2026-09-09,2,Name an animal with horns or antlers,782,Deep cut,85,Abyssinian Ground Hornbill
56,2026-09-09,2,Name an animal with horns or antlers,782,Deep cut,85,Abyssinian Shorthorned Zebu
56,2026-09-09,2,Name an animal with horns or antlers,782,Deep cut,85,Aceh Cattle
56,2026-09-09,2,Name an animal with horns or antlers,782,Deep cut,85,Achelousaurus
56,2026-09-09,2,Name an animal with horns or antlers,782,Deep cut,85,Achham Cattle
56,2026-09-09,2,Name an animal with horns or antlers,782,Deep cut,85,Actaeon Beetle
56,2026-09-09,2,Name an animal with horns or antlers,782,Deep cut,85,Adamawa Cattle
56,2026-09-09,2,Name an animal with horns or antlers,782,Deep cut,85,Addax
56,2026-09-09,2,Name an animal with horns or antlers,782,Rare,60,Ankole-Watusi
56,2026-09-09,2,Name an animal with horns or antlers,782,Rare,60,Bighorn sheep
56,2026-09-09,2,Name an animal with horns or antlers,782,Rare,60,Black Rhino
56,2026-09-09,2,Name an animal with horns or antlers,782,Rare,60,Cape Buffalo
56,2026-09-09,2,Name an animal with horns or antlers,782,Rare,60,Dik-Dik
56,2026-09-09,2,Name an animal with horns or antlers,782,Rare,60,Gazelle
56,2026-09-09,2,Name an animal with horns or antlers,782,Rare,60,Giraffe
56,2026-09-09,2,Name an animal with horns or antlers,782,Rare,60,Great Horned Owl
56,2026-09-09,2,Name an animal with horns or antlers,782,Rare,60,Highland cow
56,2026-09-09,2,Name an animal with horns or antlers,782,Rare,60,Hornbill
56,2026-09-09,2,Name an animal with horns or antlers,782,Schooler,30,Antelope
56,2026-09-09,2,Name an animal with horns or antlers,782,Schooler,30,Bison
56,2026-09-09,2,Name an animal with horns or antlers,782,Schooler,30,Elk
56,2026-09-09,2,Name an animal with horns or antlers,782,Schooler,30,Reindeer
56,2026-09-09,2,Name an animal with horns or antlers,782,Plankton,10,Cow
56,2026-09-09,2,Name an animal with horns or antlers,782,Plankton,10,Deer
56,2026-09-09,2,Name an animal with horns or antlers,782,Plankton,10,Goat
56,2026-09-09,2,Name an animal with horns or antlers,782,Plankton,10,Moose
56,2026-09-09,2,Name an animal with horns or antlers,782,Plankton,10,Ram
56,2026-09-09,3,Name a Spanish or Portuguese dish,841,One in a Krillion,100,Alheira
56,2026-09-09,3,Name a Spanish or Portuguese dish,841,Deep cut,85,Açorda
